japan   1.53271441202   0.59151193634   0.00117647058824
azerbaijan   0.324324324324   1.13513513514
uzbekistan   1.08974358974   0.999999999999
senegal   1.38461538462   1.07692307692
hungary   0.967741935484   0.774193548387
cyprus   1.09090909091   1.24675324675
north-korea   0.695184258585   0.224451341166   0.0004
venezuela   0.991379310345   1.25
lithuania   0.740740740741   0.814814814815
andorra   0.168224299065   2.18691588785
tunisia   1.23039215687   0.509803921569
rwanda   0.636111111111   1.11388888889
liberia   0.615384615385   1.84615384615
wales   0.72972972973   0.972972972973
argentina   0.991379310345   0.862068965517   0.142857142857
norway   1.02272727273   0.795454545455
ghana   1.50571428571   0.597142857143   0.00540540540541
australia   1.5060728745   0.379892037786   0.005
cuba   0.598536909776   2.15473287519
zambia   0.472222222222   0.680555555555
costa-rica   1.73575703835   0.718244291733
equat.-guinea   0.666666666667   1.66666666667
guatemala   0.718244291731   0.837951673687
belgium   0.829787234043   1.27659574468
haiti   0.478829527821   1.55619596542
kazakhstan   0.616822429907   1.6261682243
ua-emirates   0.752100230089   1.24589318065
mauritania   0.3   1.8
netherlands   1.93181818182   0.227272727273
portugal   1.64516129032   0.483870967742   0.030303030303
denmark   1.54838709677   0.483870967742   0.00540540540541
moldova   0.418604651163   1.25581395349
latvia   1.25581395349   1.04651162791
croatia   1.06542056075   0.728971962617
switzerland   1.25581395349   0.558139534884   0.00285714285714
bulgaria   1.32467532468   1.01298701299
jamaica   0.718244291731   0.718244291731
albania   0.58064516129   1.25806451613
angola   1.22222222222   0.888888888889
.peru   0.474137931034   1.46551724138
lebanon   0.307692307692   1.4358974359
n.-ireland   0.866666666667   0.6
tanzania   1.09090909091   0.727272727273
mozambique   0.886363636365   0.871212121212
greece   1.39534883721   0.697674418605   0.00333333333333
cape-verde   0.848484848485   0.969696969697
brazil   1.4224137931   0.474137931034   0.210526315789
qatar   0.846828609988   1.5290148448
turkmenistan   0.190476190476   2.28571428571
sudan   0.66   1.22
guinea   0.992857142855   1.05714285714
luxembourg   0.279069767442   1.74418604651
iceland   0.795454545455   1.47727272727
namibia   1.0   1.71428571429
burkina-faso   1.32352941177   0.844117647059
iran   0.841880766555   0.452162912115
paraguay   1.03448275862   0.689655172414   0.00833333333333
china   0.631578947368   0.842105263158
armenia   0.382978723404   1.40425531915
thailand   0.689655172414   1.93103448276
iraq   0.842105263158   1.26315789474
czech-rep.   1.13333333333   0.4
ukraine   1.17757009346   0.336448598131
south-africa   0.833333333333   0.833333333333   0.00540540540541
libya   1.0   0.571428571429
gambia   0.923076923077   0.461538461538
finland   1.13513513514   1.13513513514
macedonia   0.568181818182   1.25
mauritius   0.363636363636   2.06060606061
syria   0.965517241379   1.10344827586
romania   0.888888888889   1.33333333333
seychelles   0.470588235294   2.0
egypt   1.33333333333   4.33333333333
new-caledonia   1.43648858346   1.19707381955
trinidad/t.   0.718244291731   1.58013744181
surinam   0.478829527821   2.27444025715
austria   1.03703703704   1.11111111111
san-marino   0.0666666666667   3.13333333333
colombia   0.603448275862   0.775862068966
england   1.90654205607   0.336448598131   0.125
niger   0.555555555556   1.22222222222
fiji   0.957659055642   1.31678120151
turkey   0.829787234043   0.63829787234
madagascar   0.363636363636   1.27272727273
estonia   0.574468085106   1.53191489362
usa   1.52028375083   0.646419862559   0.01
el-salvador   0.981600532034   0.778097982711
uruguay   1.20689655172   0.862068965517   0.00833333333333
france   1.33333333333   0.666666666667   0.0454545454545
trinidad/tob.   1.0773664376   0.718244291731
slovakia   1.46666666667   0.666666666667   0.00181818181818
ireland   0.935064935065   0.623376623377
nigeria   1.66666666666   0.416666666667   0.005
bolivia   0.948275862069   1.55172413793
malawi   0.4   1.1
ecuador   0.948275862069   1.12068965517
israel   1.39534883721   0.697674418605
saudi-arabia   1.07707086382   0.615532402276
swaziland   0.5   2.0
algeria   1.53846153846   0.752136752137   0.00125
serbia   1.62962962963   0.592592592593   0.0151515151515
montenegro   0.701298701299   1.09090909091
south-korea   1.49106417118   0.465275358648   0.00333333333333
jordan   1.14285714286   1.14285714286
chile   1.37931034483   0.948275862069   0.0125
oman   0.689655172414   0.965517241379
spain   1.78723404255   0.31914893617   0.222222222222
georgia   0.545454545455   1.48051948052
morocco   1.075   1.04166666666
sweden   1.25806451613   0.483870967742
gabon   1.32142857143   0.797619047621
mali   1.36222222222   1.00444444444
russia   1.54054054054   0.486486486486
bahrain   0.867374005305   0.857648099027
chad   0.777777777778   1.22222222222
mexico   1.18510308136   0.790068720905   0.0125
lesotho   0.285714285714   2.28571428571
belarus   1.06542056075   0.785046728972
bosnia-herz.   1.59574468085   0.829787234043
uganda   0.888888888889   1.0
burundi   0.588235294118   1.05882352941
kenya   0.988095238097   1.27380952381
botswana   0.545454545455   1.45454545455
italy   1.4025974026   0.545454545455
scotland   0.681818181818   1.25
malta   0.0   2.51612903226
congo-brazz.   0.777777777778   0.888888888889
faroe-islands   0.37037037037   1.48148148148
vanuatu   0.598536909776   1.55619596542
sierra-leone   0.666666666667   1.33333333333
cameroon   1.59848484849   0.287878787879   0.00666666666667
benin   1.14666666666   0.924444444444
canada   0.718244291731   1.55619596542
singapore   0.717948717949   1.33333333333
ivory-coast   1.85909090909   0.381818181818   0.0166666666667
slovenia   1.2   0.266666666667   0.00166666666667
honduras   1.14919086677   0.69430281534   0.0004
germany   2.10810810811   0.405405405405   0.0625
new-zealand   1.67590334737   0.598536909776   0.000333333333333
togo   1.25   0.958333333335
poland   1.26666666667   0.933333333333
liechtenstein   0.162162162162   1.86486486486
kuwait   1.10344827586   1.65517241379
