new-zealand 1.67590334737 0.598536909776 0.0015
new-zealand 1.67590334737 0.598536909776 0.0015
honduras 1.14919086677 0.69430281534 0.0018
honduras 1.14919086677 0.69430281534 0.0018
north-korea 0.695184258585 0.224451341166 0.0018
north-korea 0.695184258585 0.224451341166 0.0018
japan 1.53271441202 0.59151193634 0.00529412
japan 1.53271441202 0.59151193634 0.00529412
algeria 1.53846153846 0.752136752137 0.005625
algeria 1.53846153846 0.752136752137 0.005625
slovenia 1.2 0.266666666667 0.0075
slovenia 1.2 0.266666666667 0.0075
slovakia 1.46666666667 0.666666666667 0.00818182
slovakia 1.46666666667 0.666666666667 0.00818182
switzerland 1.25581395349 0.558139534884 0.0128571
switzerland 1.25581395349 0.558139534884 0.0128571
greece 1.39534883721 0.697674418605 0.015
greece 1.39534883721 0.697674418605 0.015
south-korea 1.49106417118 0.465275358648 0.015
south-korea 1.49106417118 0.465275358648 0.015
australia 1.5060728745 0.379892037786 0.0225
australia 1.5060728745 0.379892037786 0.0225
nigeria 1.66666666666 0.416666666667 0.0225
nigeria 1.66666666666 0.416666666667 0.0225
denmark 1.54838709677 0.483870967742 0.0243243
denmark 1.54838709677 0.483870967742 0.0243243
ghana 1.50571428571 0.597142857143 0.0243243
ghana 1.50571428571 0.597142857143 0.0243243
south-africa 0.833333333333 0.833333333333 0.0243243
south-africa 0.833333333333 0.833333333333 0.0243243
cameroon 1.59848484849 0.287878787879 0.03
cameroon 1.59848484849 0.287878787879 0.03
paraguay 1.03448275862 0.689655172414 0.0375
paraguay 1.03448275862 0.689655172414 0.0375
uruguay 1.20689655172 0.862068965517 0.0375
uruguay 1.20689655172 0.862068965517 0.0375
usa 1.52028375083 0.646419862559 0.045
usa 1.52028375083 0.646419862559 0.045
chile 1.37931034483 0.948275862069 0.05625
chile 1.37931034483 0.948275862069 0.05625
mexico 1.18510308136 0.790068720905 0.05625
mexico 1.18510308136 0.790068720905 0.05625
serbia 1.62962962963 0.592592592593 0.0681818
serbia 1.62962962963 0.592592592593 0.0681818
ivory-coast 1.85909090909 0.381818181818 0.075
ivory-coast 1.85909090909 0.381818181818 0.075
portugal 1.64516129032 0.483870967742 0.136364
portugal 1.64516129032 0.483870967742 0.136364
france 1.33333333333 0.666666666667 0.204545
france 1.33333333333 0.666666666667 0.204545
germany 2.10810810811 0.405405405405 0.28125
germany 2.10810810811 0.405405405405 0.28125
italy 1.4025974026 0.545454545455 0.28125
italy 1.4025974026 0.545454545455 0.28125
netherlands 1.93181818182 0.227272727273 0.45
netherlands 1.93181818182 0.227272727273 0.45
england 1.90654205607 0.336448598131 0.5625
england 1.90654205607 0.336448598131 0.5625
argentina 0.991379310345 0.862068965517 0.642857
argentina 0.991379310345 0.862068965517 0.642857
brazil 1.4224137931 0.474137931034 0.947368
brazil 1.4224137931 0.474137931034 0.947368
spain 1.78723404255 0.31914893617 1
spain 1.78723404255 0.31914893617 1
