japan   1.53271441202   0.59151193634   0.00117647058824
north-korea   0.695184258585   0.224451341166   0.0004
argentina   0.991379310345   0.862068965517   0.142857142857
ghana   1.50571428571   0.597142857143   0.00540540540541
australia   1.5060728745   0.379892037786   0.005
netherlands   1.93181818182   0.227272727273   0.1
portugal   1.64516129032   0.483870967742   0.030303030303
denmark   1.54838709677   0.483870967742   0.00540540540541
switzerland   1.25581395349   0.558139534884   0.00285714285714
greece   1.39534883721   0.697674418605   0.00333333333333
brazil   1.4224137931   0.474137931034   0.210526315789
paraguay   1.03448275862   0.689655172414   0.00833333333333
south-africa   0.833333333333   0.833333333333   0.00540540540541
england   1.90654205607   0.336448598131   0.125
usa   1.52028375083   0.646419862559   0.01
uruguay   1.20689655172   0.862068965517   0.00833333333333
france   1.33333333333   0.666666666667   0.0454545454545
slovakia   1.46666666667   0.666666666667   0.00181818181818
nigeria   1.66666666666   0.416666666667   0.005
algeria   1.53846153846   0.752136752137   0.00125
serbia   1.62962962963   0.592592592593   0.0151515151515
south-korea   1.49106417118   0.465275358648   0.00333333333333
chile   1.37931034483   0.948275862069   0.0125
spain   1.78723404255   0.31914893617   0.222222222222
mexico   1.18510308136   0.790068720905   0.0125
italy   1.4025974026   0.545454545455   0.0625
cameroon   1.59848484849   0.287878787879   0.00666666666667
ivory-coast   1.85909090909   0.381818181818   0.0166666666667
slovenia   1.2   0.266666666667   0.00166666666667
honduras   1.14919086677   0.69430281534   0.0004
germany   2.10810810811   0.405405405405   0.0625
new-zealand   1.67590334737   0.598536909776   0.000333333333333
