-2.0 -8.6779048846
-1.9 -9.03104079146
-1.8 -9.29394152401
-1.7 -9.46398026502
-1.6 -9.53945804359
-1.5 -9.51962071072
-1.4 -9.40466647447
-1.3 -9.19574391958
-1.2 -8.89494053116
-1.1 -8.50526183722
-1.0 -8.03060137848
-0.9 -7.47570180532
-0.8 -6.84610749086
-0.7 -6.14810913338
-0.6 -5.38868090173
-0.5 -4.57541075177
-0.4 -3.71642461001
-0.3 -2.82030518203
-0.2 -1.89600619694
-0.1 -0.952762944672
0.0 3.12712818603e-16
0.1 0.952762944672
0.2 1.89600619694
0.3 2.82030518203
0.4 3.71642461001
0.5 4.57541075177
0.6 5.38868090173
0.7 6.14810913338
0.8 6.84610749086
0.9 7.47570180532
1.0 8.03060137848
1.1 8.50526183722
1.2 8.89494053116
1.3 9.19574391958
1.4 9.40466647447
1.5 9.51962071072
1.6 9.53945804359
1.7 9.46398026502
1.8 9.29394152401
1.9 9.03104079146
2.0 8.6779048846
2.1 8.23806222066
2.2 7.71590756215
2.3 7.11665810582
2.4 6.44630135415
2.5 5.71153529021
2.6 4.91970145364
2.7 4.07871158638
2.8 3.19696858119
2.9 2.28328252272
3.0 1.34678266003
3.1 0.396826190188
3.2 -0.557095235772
3.3 -1.50545035029
3.4 -2.43876350254
3.5 -3.34770933602
3.6 -4.22320596442
3.7 -5.05650571483
3.8 -5.8392825316
3.9 -6.56371516752
4.0 -7.22256533116
4.1 -7.80925000948
4.2 -8.3179072431
4.3 -8.74345469708
4.4 -9.08164044192
4.5 -9.32908543747
4.6 -9.48331729511
4.7 -9.5427949811
4.8 -9.50692421407
4.9 -9.37606340286
